# code (FDC-ID), file_name, alt names
# fruits
341647, blueberries, blueberry
# vegetables
342205, spinach
# grains
340734, oatmeal, rolled oats, oats
# condiments
672750, vegenaise, veganaise, mayo, mayonaise, vegan mayonaise, vegan mayo
343954, maple_syrup
# protiens
388713, tofu
376744, vegan_sausage, sausage
# breads
399846, tortillas
# beverages
498942, almond_milk, milk, nut milk
719016, oat_milk
